labels,values,title,value_heading
"['county', 'grade', 'metal']","[9, -7, -1]",Title,Values
"['bent', 'aspect', 'chorus', 'inch', 'shape']","[4, 9, 5, 5, 2]",Title,Values
"['stick', 'finger', 'horror', 'fuel', 'camp', 'sort', 'side', 'reason']","[60, 30, 20, 50, 80, 20, 50, 90]",Most preferred objects,Percent of People
"['copy', 'damage', 'storm', 'angle', 'market', 'level', 'track']","[40, 30, 90, 20, 40, 60, 10]",Title,Values
"['mouth', 'entry']","[1, 3]",Accuracy of different algorithms,Accuracy
"['debate', 'staff', 'coach', 'page']","[8, 9, 3, 9]",Most preferred objects,Number of People
"['noise', 'kid', 'income', 'harm', 'county', 'strip']","[20, 70, 60, 50, 30, 10]",Most preferred objects,Percent of People
"['sleep', 'copy', 'mail', 'sense', 'west', 'pause', 'pass', 'star']","[3, 2, 2, 7, 9, 3, 3, 9]",Sales statistics for different items,Units sold
"['word', 'thick', 'fit', 'supper', 'dark', 'claim']","[5, 2, 5, 5, 7, 8]",Title,Values
"['wagon', 'pound', 'supper']","[3, 6, -2]",Title,Values
"['drug', 'wife']","[80, 10]",Most preferred objects,Percent of People
"['origin', 'bare']","[3, 2]",Sales statistics for different items,Units sold
"['shore', 'heart', 'credit', 'rank', 'clay']","[4, 1, 7, 8, 1]",Title,Values
"['part', 'detail']","[100000, 100]",Title,Values
"['ship', 'lead', 'rock', 'party', 'fury', 'mine', 'savage', 'axis']","[10, 80, 70, 10, 50, 90, 50, 90]",Accuracy of different algorithms,Accuracy
"['fund', 'winter', 'joy', 'result', 'garage']","[6, 1, 7, 6, 6]",Most preferred objects,Number of People
"['bent', 'theory', 'output']","[30, 70, 70]",Title,Values
"['hung', 'fund', 'pistol']","[3, 7, 5]",Most preferred objects,Number of People
"['edge', 'fool', 'well', 'east']","[1, 9, 9, 5]",Sales statistics for different items,Units sold
"['board', 'beat', 'weapon', 'page', 'appeal']","[3, 5, 9, 4, 9]",Sales statistics for different items,Units sold
"['law', 'jet']","[30, 20]",Accuracy of different algorithms,Accuracy
"['water', 'luxury', 'plan', 'mirror', 'handle', 'chip']","[30, 80, 40, 20, 90, 60]",Title,Values
"['theory', 'money']","[3, 6]",Title,Values
"['driver', 'mother']","[2, 5]",Accuracy of different algorithms,Accuracy
"['behalf', 'bone']","[50, 0]",Title,Values
"['ward', 'sand', 'nation']","[6, 6, 7]",Accuracy of different algorithms,Accuracy
"['shape', 'touch', 'date', 'load', 'victim', 'care', 'gown']","[7, 1, 2, 7, 2, 3, 8]",Accuracy of different algorithms,Accuracy
"['south', 'center', 'cat', 'bay', 'letter', 'energy', 'movie', 'today', 'appeal']","[10000, 1000000, 10000, 10000000, 10000000, 10, 100000, 10000000, 1000000]",Title,Values
"['luxury', 'check']","[70, 70]",Title,Values
"['genius', 'stay', 'music', 'making', 'wine', 'heart', 'hill']","[8, 4, 0, 8, 6, 1, 6]",Title,Values
"['taste', 'spot', 'spread']","[2, 5, 6]",Most preferred objects,Number of People
"['killer', 'bread', 'hotel', 'engine', 'floor']","[6, 2, 8, 9, 2]",Accuracy of different algorithms,Accuracy
"['film', 'drop', 'engine', 'run']","[4, 1, 2, 5]",Most preferred objects,Number of People
"['dust', 'prize', 'strain', 'auto', 'weapon']","[80, 90, 90, 40, 60]",Title,Values
"['data', 'inch', 'ride', 'member']","[30, 60, 30, 70]",Title,Values
"['event', 'spread']","[2, 7]",Title,Values
"['limit', 'chief', 'smoke', 'escape', 'stage', 'voyage']","[2, 2, 8, 5, 7, 8]",Title,Values
"['scheme', 'clock']","[2, 8]",Sales statistics for different items,Units sold
"['act', 'jar']","[3, 5]",Most preferred objects,Number of People
"['status', 'murder', 'bass', 'animal', 'camp', 'mess']","[90, 90, 90, 20, 30, 80]",Accuracy of different algorithms,Accuracy
"['honor', 'part', 'wagon', 'music', 'past']","[7, 7, 5, 2, 3]",Accuracy of different algorithms,Accuracy
"['dress', 'idea', 'prison']","[80, 30, 20]",Most preferred objects,Percent of People
"['water', 'shop', 'brief', 'debate']","[9, 3, 9, 8]",Accuracy of different algorithms,Accuracy
"['degree', 'ship', 'honor', 'sphere', 'sample', 'genius', 'salary']","[50, 50, 40, 60, 80, 50, 80]",Most preferred objects,Percent of People
"['feed', 'tail']","[-2, 1]",Title,Values
"['hero', 'drunk', 'size', 'prayer', 'strike', 'tea', 'rise']","[10, 90, 40, 60, 30, 90, 40]",Title,Values
"['none', 'plan']","[6, 2]",Accuracy of different algorithms,Accuracy
"['killer', 'work', 'shell', 'age', 'soap', 'food', 'mark']","[5, 5, 3, 7, 7, 9, 8]",Title,Values
"['path', 'trade', 'thick', 'care', 'move', 'sex', 'flight']","[50, 40, 50, 90, 80, 70, 40]",Accuracy of different algorithms,Accuracy
"['month', 'rage', 'bulk', 'patrol', 'meal', 'chair']","[1, 2, -1, 1, 6, 4]",Title,Values
"['mass', 'finger', 'boy', 'tour', 'access', 'flow', 'prayer']","[4, 6, 3, 3, 1, 5, 6]",Title,Values
"['scope', 'tent', 'behalf']","[70, 60, 60]",Most preferred objects,Percent of People
"['artery', 'pass', 'ward', 'total', 'marine']","[5, 6, 2, 4, 8]",Title,Values
"['jungle', 'travel', 'return', 'thing']","[70, 60, 40, 40]",Title,Values
"['growth', 'decade']","[5, 8]",Most preferred objects,Number of People
"['supper', 'game', 'demand', 'duty', 'fan']","[7, 6, 3, 2, 3]",Sales statistics for different items,Units sold
"['table', 'verse']","[7, 5]",Title,Values
"['head', 'strain', 'shape', 'bride', 'rush', 'stock', 'critic']","[9, 5, 8, 3, 6, 2, 1]",Most preferred objects,Number of People
"['search', 'police', 'shock', 'good', 'tie', 'career', 'agent']","[1, 2, -4, 8, 7, 7, 1]",Title,Values
"['case', 'mercy', 'bunk', 'lunch', 'team', 'mass', 'key', 'pass']","[6, 9, 4, 6, 8, 6, 7, 6]",Sales statistics for different items,Units sold
"['estate', 'excuse', 'device', 'iron']","[7, 9, 3, 4]",Most preferred objects,Number of People
"['kid', 'factor', 'bunk', 'pause', 'share', 'plant', 'essay', 'plenty', 'price']","[1, 8, 9, 5, 5, 2, 7, 3, 5]",Sales statistics for different items,Units sold
"['pipe', 'term', 'church']","[5, 3, 6]",Accuracy of different algorithms,Accuracy
"['refund', 'term', 'food', 'root']","[4, 2, 7, 4]",Sales statistics for different items,Units sold
"['sleep', 'spite']","[6, -7]",Title,Values
"['essay', 'notice', 'market', 'pace', 'year', 'floor', 'lobby', 'mud']","[30, 30, 0, 0, 60, 60, 40, 30]",Title,Values
"['game', 'extent', 'dining']","[1, 5, 3]",Title,Values
"['result', 'hand', 'coal', 'track', 'temple', 'coach', 'salt']","[2, 3, 4, 3, 8, 5, 3]",Most preferred objects,Number of People
"['sound', 'risk', 'factor', 'cross']","[50, 10, 20, 40]",Most preferred objects,Percent of People
"['bulk', 'host']","[5, 4]",Title,Values
"['plant', 'excess']","[100000, 10000000]",Title,Values
"['kind', 'jaw', 'amount', 'impact', 'bass', 'jungle', 'widow']","[20, 30, 50, 30, 20, 80, 70]",Most preferred objects,Percent of People
"['pure', 'square']","[100000000, 1000000000]",Title,Values
"['sleep', 'boy', 'basket', 'color', 'mine', 'end', 'hope', 'gun']","[9, 7, 8, 2, 7, 8, 8, 2]",Sales statistics for different items,Units sold
"['stick', 'wit', 'liquid', 'lack', 'barrel']","[1, 7, 4, 5, 8]",Accuracy of different algorithms,Accuracy
"['combat', 'opera', 'race']","[3, 8, 6]",Sales statistics for different items,Units sold
"['view', 'waste', 'device']","[4, 5, 7]",Sales statistics for different items,Units sold
"['shell', 'town', 'waste']","[2, 9, 3]",Most preferred objects,Number of People
"['gain', 'lamp', 'clay', 'voice', 'bill']","[5, 1, 3, 9, 5]",Most preferred objects,Number of People
"['turn', 'end', 'thirty', 'chair', 'shell', 'bus', 'sport']","[8, 6, 6, 7, 8, 1, 9]",Title,Values
"['pastor', 'degree', 'glance', 'stroke', 'stage']","[3, 2, 5, 5, 9]",Sales statistics for different items,Units sold
"['access', 'wood', 'closet']","[4, 8, 2]",Most preferred objects,Number of People
"['minute', 'pool', 'future', 'dream', 'bowl']","[9, 8, 4, 1, 9]",Title,Values
"['spite', 'mercy', 'result', 'theme', 'fly', 'folk']","[7, 1, 1, 6, 2, 3]",Most preferred objects,Number of People
"['trust', 'notice', 'heart', 'walk', 'mouth', 'ladder']","[80, 40, 20, 90, 10, 20]",Title,Values
"['wagon', 'sort', 'rule', 'plug', 'mess', 'tail', 'dining']","[8, 3, 2, 6, 1, 9, 7]",Title,Values
"['plot', 'paint', 'series', 'depth', 'card', 'sort']","[9, 6, 4, 6, 1, 5]",Title,Values
"['fun', 'regime', 'vector']","[100, 100000000, 10000]",Title,Values
"['realm', 'scope', 'wisdom', 'blood']","[1, 2, 2, 4]",Sales statistics for different items,Units sold
"['cabin', 'vector']","[50, 70]",Most preferred objects,Percent of People
"['attack', 'birth', 'basket', 'love', 'hope', 'fee']","[8, 4, 3, 4, 9, 8]",Accuracy of different algorithms,Accuracy
"['smoke', 'winter', 'range']","[10, 50, 90]",Title,Values
"['reform', 'fellow', 'dome', 'jaw', 'effect']","[2, 6, 8, 6, 3]",Sales statistics for different items,Units sold
"['animal', 'lack', 'stream']","[7, 7, 6]",Sales statistics for different items,Units sold
"['week', 'star', 'craft', 'shot']","[80, 80, 60, 70]",Accuracy of different algorithms,Accuracy
"['serum', 'cost']","[3, 8]",Sales statistics for different items,Units sold
"['hair', 'series', 'wire']","[9, 5, 8]",Accuracy of different algorithms,Accuracy
"['male', 'sight', 'relief', 'ship']","[90, 90, 40, 90]",Title,Values
"['crisis', 'wit']","[6, 6]",Title,Values
"['corps', 'work', 'beat']","[7, 4, 5]",Sales statistics for different items,Units sold
"['fan', 'table', 'escape', 'brick']","[60, 90, 30, 60]",Accuracy of different algorithms,Accuracy
"['chance', 'work', 'pastor']","[80, 90, 20]",Title,Values
"['mouth', 'piano', 'beef']","[1, 7, 8]",Sales statistics for different items,Units sold
"['jaw', 'male']","[2, 1]",Title,Values
"['throat', 'liquid', 'dirt', 'female', 'trip', 'cellar', 'stick']","[7, 7, -1, 8, 3, -9, -5]",Title,Values
"['mud', 'mouth', 'shot', 'top']","[3, 3, 7, 7]",Most preferred objects,Number of People
"['dawn', 'fun', 'whole', 'dancer', 'diet']","[1, 4, 3, 4, 3]",Most preferred objects,Number of People
"['effort', 'lay', 'crisis', 'school']","[4, 8, 5, 2]",Accuracy of different algorithms,Accuracy
"['move', 'town', 'shot', 'debate', 'baby', 'phrase']","[1, 6, 5, 2, 7, 6]",Accuracy of different algorithms,Accuracy
"['coach', 'play', 'mail', 'mode']","[2, 3, 0, 3]",Title,Values
"['man', 'twelve', 'dirt', 'kid', 'light', 'music', 'today', 'driver', 'tire']","[9, 2, 8, 6, 1, 5, 8, 1, 5]",Sales statistics for different items,Units sold
"['random', 'height', 'star', 'foil', 'music', 'memory']","[4, 3, 1, 3, -7, -6]",Title,Values
"['route', 'curve']","[7, 5]",Sales statistics for different items,Units sold
"['poetry', 'god', 'time', 'call', 'step', 'screen', 'share']","[70, 10, 90, 60, 20, 50, 70]",Title,Values
"['dance', 'burden', 'wise', 'pause']","[9, 2, 7, 1]",Accuracy of different algorithms,Accuracy
"['artery', 'lunch', 'warmth', 'butter', 'fist']","[100000, 10000, 10, 100, 100]",Title,Values
"['study', 'wage', 'county', 'health', 'screen', 'end', 'fluid', 'hotel']","[7, 1, 6, -2, 3, 5, 3, -8]",Title,Values
"['visit', 'till']","[60, 40]",Title,Values
"['smell', 'salary', 'bureau', 'target', 'pink']","[1, 8, 9, 3, 5]",Title,Values
"['house', 'term', 'text']","[3, 1, 4]",Accuracy of different algorithms,Accuracy
"['reply', 'cereal', 'tree']","[7, 7, 4]",Title,Values
"['cannot', 'page']","[80, 70]",Most preferred objects,Percent of People
"['melody', 'cannot', 'beauty', 'spot', 'living', 'bomb']","[2, 5, 2, 9, 5, 6]",Title,Values
"['rail', 'effect', 'wind', 'mile', 'pink']","[2, 1, 1, 3, 2]",Accuracy of different algorithms,Accuracy
"['stock', 'test', 'maid', 'source', 'horror']","[8, 8, 4, 8, 3]",Title,Values
"['hope', 'theme', 'cash', 'pistol', 'get']","[9, 3, 7, 8, 6]",Title,Values
"['mind', 'cellar', 'ride', 'office', 'point']","[90, 30, 10, 80, 40]",Most preferred objects,Percent of People
"['light', 'dozen']","[8, 3]",Most preferred objects,Number of People
"['policy', 'notice', 'hurry', 'room', 'wood', 'flesh', 'type', 'corps', 'value']","[4, 2, 6, 6, 5, 1, 3, 9, 1]",Sales statistics for different items,Units sold
"['care', 'murder', 'star', 'ballet', 'face', 'trial', 'tire']","[10000000, 100, 1000000, 1000, 1000000, 100000, 10000000]",Title,Values
"['fiber', 'home', 'grade', 'making']","[10, 40, 60, 70]",Title,Values
"['age', 'memory', 'ballet', 'colony', 'watch']","[1000000000, 1000000000, 100000, 100000000, 10000]",Title,Values
"['baby', 'dive', 'plane', 'plug', 'vision', 'event']","[9, 6, 7, 8, 2, 3]",Sales statistics for different items,Units sold
"['tip', 'rise', 'wind', 'cure', 'appeal', 'cent']","[9, 9, 7, 4, 9, 3]",Accuracy of different algorithms,Accuracy
"['legend', 'fog', 'field', 'yield']","[3, 1, 5, 3]",Most preferred objects,Number of People
"['pastor', 'blue', 'skill', 'damage', 'realm', 'earth']","[4, 1, 2, 1, 2, 2]",Sales statistics for different items,Units sold
"['hope', 'check', 'spirit', 'coal']","[1, 9, 3, -8]",Title,Values
"['record', 'pound', 'run', 'honor', 'male']","[6, 3, 8, 1, 2]",Accuracy of different algorithms,Accuracy
"['stick', 'text', 'gate', 'lunch']","[90, 70, 40, 40]",Accuracy of different algorithms,Accuracy
"['cheek', 'salt', 'vector']","[60, 90, 40]",Accuracy of different algorithms,Accuracy
"['phase', 'press', 'stream', 'list', 'pay']","[9, 1, 8, 7, 3]",Sales statistics for different items,Units sold
"['police', 'class', 'horror', 'stress', 'outfit']","[7, 9, 7, 4, 5]",Most preferred objects,Number of People
"['fall', 'mud', 'cap', 'clouds']","[80, 80, 30, 50]",Title,Values
"['phase', 'luxury', 'help', 'wealth', 'part']","[60, 60, 50, 70, 40]",Most preferred objects,Percent of People
"['course', 'defeat']","[10, 50]",Most preferred objects,Percent of People
"['holder', 'copy', 'strain', 'harm', 'poetry', 'whisky']","[1000000, 100000, 1000, 1000000000, 10000000, 10000]",Title,Values
"['gas', 'reach', 'golf', 'sewage', 'aim']","[4, 3, 6, 7, 2]",Accuracy of different algorithms,Accuracy
"['sir', 'making', 'pilot', 'strain']","[3, 2, 9, 8]",Accuracy of different algorithms,Accuracy
"['length', 'note', 'gas', 'auto', 'critic', 'event']","[100000, 1000000000, 10, 100000, 10000, 10000]",Title,Values
"['error', 'input', 'range', 'wagon', 'guard', 'finger']","[2, 3, 7, 3, 2, 3]",Accuracy of different algorithms,Accuracy
"['radio', 'carbon', 'museum']","[3, 5, 4]",Sales statistics for different items,Units sold
"['ease', 'word', 'school', 'reach', 'danger']","[5, 7, 5, 3, 5]",Sales statistics for different items,Units sold
"['truth', 'leg', 'chief']","[10000, 10000000, 100000000]",Title,Values
"['bench', 'input']","[80, 20]",Title,Values
"['force', 'leg', 'eye']","[6, 8, 5]",Most preferred objects,Number of People
"['pilot', 'season', 'joy']","[3, 8, 3]",Accuracy of different algorithms,Accuracy
"['type', 'ballet']","[9, 5]",Sales statistics for different items,Units sold
"['wise', 'expert', 'angle', 'jury']","[60, 80, 90, 30]",Most preferred objects,Percent of People
"['load', 'harm', 'jail', 'member', 'reason', 'hour', 'deck', 'twenty']","[3, 5, 8, 4, 2, 1, 5, 4]",Title,Values
"['chest', 'clock', 'melody', 'text', 'theme', 'source', 'pot']","[9, 8, 7, 3, 5, 9, 1]",Accuracy of different algorithms,Accuracy
"['chorus', 'regime', 'dress']","[10, 10000, 100000000]",Title,Values
"['desire', 'prayer', 'shell']","[2, 5, 2]",Sales statistics for different items,Units sold
"['fire', 'floor', 'duty', 'salt']","[1000000000, 100000000, 1000, 10000]",Title,Values
"['bundle', 'lamp']","[100, 10000000]",Title,Values
"['weapon', 'touch', 'number', 'press', 'loss', 'agent', 'lay']","[7, 1, 3, 3, 3, 8, 9]",Sales statistics for different items,Units sold
"['number', 'move', 'ladder', 'bare', 'reply', 'vertex', 'rifle', 'firm']","[1, 4, 7, 4, 1, 4, 5, 5]",Title,Values
"['fire', 'turn', 'tire', 'range', 'goal', 'sake', 'clay']","[1, 4, 8, 6, 5, 7, 9]",Accuracy of different algorithms,Accuracy
"['story', 'stock', 'gift', 'escape', 'wire', 'hen']","[1, 3, 5, 4, 2, 4]",Title,Values
"['terror', 'fruit', 'anyone', 'beer', 'cross', 'farmer', 'bulk']","[6, 1, 8, 7, 5, 5, 2]",Most preferred objects,Number of People
"['action', 'flavor', 'lady', 'break']","[5, 7, 1, 6]",Most preferred objects,Number of People
"['knife', 'rain', 'sleep', 'share']","[9, 6, 1, 8]",Sales statistics for different items,Units sold
"['phone', 'atom', 'line', 'snake', 'winter', 'shore', 'sky', 'dark']","[9, 6, 6, 8, -5, 8, 8, -2]",Title,Values
"['hair', 'mail', 'good', 'blind', 'word', 'phrase', 'stage', 'laugh', 'moon']","[70, 90, 90, 20, 30, 30, 40, 50, 40]",Most preferred objects,Percent of People
"['honey', 'close', 'case', 'taste', 'mine', 'cell', 'merit', 'mass']","[8, 9, 9, 6, 9, 5, 7, 6]",Title,Values
"['group', 'police', 'foam', 'idea', 'male', 'refund', 'need']","[5, 5, 9, 6, 1, 1, 1]",Most preferred objects,Number of People
"['worker', 'mass', 'focus', 'call', 'health', 'cross', 'degree', 'grave']","[6, 8, 6, 3, 2, 4, 4, 9]",Title,Values
"['grip', 'school', 'cover', 'coat', 'pastor', 'tent', 'song']","[3, 3, 5, 8, 6, 1, 8]",Most preferred objects,Number of People
"['mine', 'belief', 'midst']","[1, 5, 6]",Title,Values
"['stem', 'close']","[5, 1]",Most preferred objects,Number of People
"['bottom', 'code', 'ideal', 'self', 'family', 'view', 'atom', 'taxi', 'day']","[2, 7, 2, 7, 4, 5, 5, 6, 8]",Sales statistics for different items,Units sold
"['strike', 'shock', 'search', 'voting']","[7, 3, 4, 5]",Most preferred objects,Number of People
"['check', 'guest', 'wire', 'axis', 'life', 'mode', 'sand']","[80, 80, 60, 90, 10, 30, 90]",Most preferred objects,Percent of People
"['escape', 'thing']","[1000, 10]",Title,Values
"['fault', 'feed', 'gyro', 'music']","[4, 2, 1, 3]",Most preferred objects,Number of People
"['dream', 'throat', 'charm']","[10000, 100000000, 10000]",Title,Values
"['joy', 'pencil', 'battle', 'work', 'jungle']","[-7, -7, -3, 7, 1]",Title,Values
"['thing', 'thick', 'prayer', 'guy']","[90, 70, 20, 90]",Title,Values
"['pistol', 'god', 'brick', 'origin', 'advice', 'desire', 'inside']","[8, 5, 5, 6, 9, 1, 6]",Sales statistics for different items,Units sold
"['level', 'energy', 'park', 'seed']","[5, 1, 1, 7]",Title,Values
"['milk', 'demand', 'behalf', 'work', 'writer']","[9, 8, 1, 6, 5]",Title,Values
"['critic', 'dark']","[9, 7]",Sales statistics for different items,Units sold
"['closet', 'brick', 'lady']","[30, 70, 30]",Accuracy of different algorithms,Accuracy
"['north', 'ward', 'pace']","[2, 1, 4]",Most preferred objects,Number of People
"['fuel', 'child', 'end', 'studio', 'mad', 'tire']","[9, 3, 7, 1, 3, 4]",Accuracy of different algorithms,Accuracy
"['result', 'worker', 'crowd']","[8, 9, 4]",Sales statistics for different items,Units sold
"['phase', 'head', 'vertex', 'desk']","[-2, 2, 1, 7]",Title,Values
"['baby', 'knee', 'living', 'pay', 'critic', 'ring', 'beam']","[10, 50, 10, 50, 50, 60, 90]",Title,Values
"['beat', 'bag', 'hall']","[10, 70, 10]",Most preferred objects,Percent of People
"['ring', 'light', 'writer', 'noon', 'reform', 'firm', 'risk']","[6, 8, 2, 2, 2, 1, 5]",Most preferred objects,Number of People
"['grip', 'tie', 'brain', 'step', 'gay']","[5, 1, 4, 8, 1]",Most preferred objects,Number of People
"['screen', 'salary', 'dining', 'past']","[8, 8, 2, 7]",Accuracy of different algorithms,Accuracy
"['rise', 'bowl', 'type', 'style', 'arm', 'mad']","[10, 70, 60, 80, 50, 60]",Most preferred objects,Percent of People
