labels,values,title,value_heading,code
"['gas', 'forest', 'height', 'defeat', 'bird', 'anger', 'tape', 'power']","[2, 7, 6, 4, 8, 3, 4, 3]",Most preferred objects,Number of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['gas', 'forest', 'height', 'defeat', 'bird', 'anger', 'tape', 'power']
values = [2, 7, 6, 4, 8, 3, 4, 3]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#63dada')  # Plot the bars with a random color

# Adding title and labels
plt.title('Most preferred objects', fontname='Times New Roman')  # Add a title to the chart
plt.xlabel('Categories', fontname='Times New Roman')  # Label for the x-axis
plt.ylabel('Number of People', fontname='Times New Roman')  # Label for the y-axis

# Display the chart
plt.show()
"
"['table', 'verse']","[7, 5]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['table', 'verse']
values = [7, 5]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#80b3b5')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Times New Roman')  # Add a title to the chart
plt.xlabel('Categories', fontname='Times New Roman')  # Label for the x-axis
plt.ylabel('Values', fontname='Times New Roman')  # Label for the y-axis

# Display the chart
plt.show()
"
"['rain', 'winter', 'holder', 'self', 'dealer']","[9, 6, 9, 9, 5]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['rain', 'winter', 'holder', 'self', 'dealer']
values = [9, 6, 9, 9, 5]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#894065')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Arial')  # Add a title to the chart
plt.xlabel('Categories', fontname='Arial')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Arial')  # Label for the y-axis

# Display the chart
plt.show()
"
"['barrel', 'bottom', 'stuff', 'call']","[7, 8, 7, 3]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['barrel', 'bottom', 'stuff', 'call']
values = [7, 8, 7, 3]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#4e58f8')  # Plot the bars with a random color

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Times New Roman')  # Add a title to the chart
plt.xlabel('Categories', fontname='Times New Roman')  # Label for the x-axis
plt.ylabel('Accuracy', fontname='Times New Roman')  # Label for the y-axis

# Display the chart
plt.show()
"
"['bomb', 'seed', 'circle']","[4, 8, 2]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['bomb', 'seed', 'circle']
values = [4, 8, 2]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#08cd73')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Arial')  # Add a title to the chart
plt.xlabel('Categories', fontname='Arial')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Arial')  # Label for the y-axis

# Display the chart
plt.show()
"
"['player', 'weight', 'period', 'crop', 'run', 'close', 'sense']","[9, 8, 6, 5, 8, 6, 9]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['player', 'weight', 'period', 'crop', 'run', 'close', 'sense']
values = [9, 8, 6, 5, 8, 6, 9]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#db610b')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['regard', 'rhythm', 'yield', 'clerk', 'fall', 'pink', 'critic', 'park', 'wire']","[5, 3, 1, 7, 3, 3, 5, 5, 8]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['regard', 'rhythm', 'yield', 'clerk', 'fall', 'pink', 'critic', 'park', 'wire']
values = [5, 3, 1, 7, 3, 3, 5, 5, 8]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#b24a08')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['half', 'grant', 'lawyer', 'water', 'cup', 'safety']","[70, 50, 10, 20, 60, 40]",Most preferred objects,Percent of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['half', 'grant', 'lawyer', 'water', 'cup', 'safety']
values = [70, 50, 10, 20, 60, 40]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#3bc617')  # Plot the bars with a random color

# Adding title and labels
plt.title('Most preferred objects', fontname='Times New Roman')  # Add a title to the chart
plt.xlabel('Categories', fontname='Times New Roman')  # Label for the x-axis
plt.ylabel('Percent of People', fontname='Times New Roman')  # Label for the y-axis

# Display the chart
plt.show()
"
"['answer', 'cream', 'theory', 'terror', 'expert', 'tie', 'today']","[7, 8, -7, 6, 1, -9, -6]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['answer', 'cream', 'theory', 'terror', 'expert', 'tie', 'today']
values = [7, 8, -7, 6, 1, -9, -6]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#c894c8')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Values', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['person', 'making', 'phone', 'honor']","[7, 2, 1, 9]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['person', 'making', 'phone', 'honor']
values = [7, 2, 1, 9]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#18b32b')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Values', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['lap', 'pilot', 'answer', 'proof', 'canvas', 'sir', 'staff']","[20, 30, 40, 80, 40, 20, 50]",Most preferred objects,Percent of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['lap', 'pilot', 'answer', 'proof', 'canvas', 'sir', 'staff']
values = [20, 30, 40, 80, 40, 20, 50]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#90d802')  # Plot the bars with a random color

# Adding title and labels
plt.title('Most preferred objects', fontname='Comic Sans MS')  # Add a title to the chart
plt.xlabel('Categories', fontname='Comic Sans MS')  # Label for the x-axis
plt.ylabel('Percent of People', fontname='Comic Sans MS')  # Label for the y-axis

# Display the chart
plt.show()
"
"['chance', 'coffee', 'board']","[1, 6, 8]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['chance', 'coffee', 'board']
values = [1, 6, 8]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#eb2db3')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['speech', 'flight', 'fruit', 'place', 'colony']","[5, 7, 8, 1, 6]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['speech', 'flight', 'fruit', 'place', 'colony']
values = [5, 7, 8, 1, 6]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#559b14')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['skin', 'trial', 'guard', 'aid', 'auto', 'cabin']","[10, 70, 50, 30, 20, 60]",Most preferred objects,Percent of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['skin', 'trial', 'guard', 'aid', 'auto', 'cabin']
values = [10, 70, 50, 30, 20, 60]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#f8a039')  # Plot the bars with a random color

# Adding title and labels
plt.title('Most preferred objects', fontname='Comic Sans MS')  # Add a title to the chart
plt.xlabel('Categories', fontname='Comic Sans MS')  # Label for the x-axis
plt.ylabel('Percent of People', fontname='Comic Sans MS')  # Label for the y-axis

# Display the chart
plt.show()
"
"['nation', 'terror', 'pound', 'burden']","[80, 90, 20, 10]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['nation', 'terror', 'pound', 'burden']
values = [80, 90, 20, 10]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#ca9108')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Times New Roman')  # Add a title to the chart
plt.xlabel('Categories', fontname='Times New Roman')  # Label for the x-axis
plt.ylabel('Values', fontname='Times New Roman')  # Label for the y-axis

# Display the chart
plt.show()
"
"['stone', 'cap']","[1, 8]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['stone', 'cap']
values = [1, 8]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#9e2566')  # Plot the bars with a random color

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Courier New')  # Add a title to the chart
plt.xlabel('Categories', fontname='Courier New')  # Label for the x-axis
plt.ylabel('Accuracy', fontname='Courier New')  # Label for the y-axis

# Display the chart
plt.show()
"
"['strain', 'day', 'copy', 'grace', 'sort', 'thirty', 'wife', 'union', 'corps']","[2, 3, 2, 5, 3, 6, 2, 6, 5]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['strain', 'day', 'copy', 'grace', 'sort', 'thirty', 'wife', 'union', 'corps']
values = [2, 3, 2, 5, 3, 6, 2, 6, 5]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#10b10f')  # Plot the bars with a random color

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Comic Sans MS')  # Add a title to the chart
plt.xlabel('Categories', fontname='Comic Sans MS')  # Label for the x-axis
plt.ylabel('Units sold', fontname='Comic Sans MS')  # Label for the y-axis

# Display the chart
plt.show()
"
"['oil', 'lap', 'front', 'cereal', 'floor']","[2, 5, 1, 7, 8]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['oil', 'lap', 'front', 'cereal', 'floor']
values = [2, 5, 1, 7, 8]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#7f88c0')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Values', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
"['income', 'dust', 'mail', 'twelve']","[6, 8, 6, 6]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['income', 'dust', 'mail', 'twelve']
values = [6, 8, 6, 6]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#b3fe30')  # Plot the bars with a random color

# Adding title and labels
plt.title('Title', fontname='Arial')  # Add a title to the chart
plt.xlabel('Categories', fontname='Arial')  # Label for the x-axis
plt.ylabel('Values', fontname='Arial')  # Label for the y-axis

# Display the chart
plt.show()
"
"['bus', 'bath', 'bit', 'finger']","[4, 3, 1, 6]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['bus', 'bath', 'bit', 'finger']
values = [4, 3, 1, 6]

# Creating the bar chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.bar(categories, values, color='#3a41f9')  # Plot the bars with a random color

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Verdana')  # Add a title to the chart
plt.xlabel('Categories', fontname='Verdana')  # Label for the x-axis
plt.ylabel('Accuracy', fontname='Verdana')  # Label for the y-axis

# Display the chart
plt.show()
"
